"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"North America","NAC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","3047117680.30674","3043318428.36666","3380873961.07408","5114571500.54189","7263538434.68265","5696183402.57977","5360721215.75787","6291826624.08886","9240191707.68949","13357737031.1263","22553268734.788","26343720808.2697","21320061244.1131","16118560061.8769","30905261448.8517","10886760213.6926","33655677620.685","71832306053.6116","64106400040.3342","82951648940.4492","79631707941.4343","38064220103.0437","37328240062.8653","54408460316.697","65481029101.6566","82737593613.3371","106477677647.294","137367100421.691","236231908298.165","339965544687.099","417495250856.083","200928898831.338","135546825376.882","124130692709.046","215925016545.218","167939926940.928","362677133096.867","467681638453.798","411383143974.142","181963342593.147","293976454801.327","301577464438.87","299761599199.273","355213770824.098","316027180345.11","571277113850.953","508516658366.975","405892691729.5","257414178420.097","364930690588.745","166665529963.05","538195365803.76","467659942079.685","405991889914.061","360228668210.402","",
"Namibia","NAM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","16359999.9","9000000","-170000","-1510000","-480000","29567264.7220339","120449858.129188","118232231.782392","55267528.1671982","97977966.4573083","153015438.01703","128693897.273986","90972979.0142206","96232390.3694651","51102943.7374422","196350763.262586","379336366.387132","147535758.471972","65110887.1077804","223561311.215727","389850790.391063","610197796.107758","669182903.357665","750426324.20291","829054473.358438","287528974.44129","803600584.603823","1041555413.14222","777073646.376716","445582247.859425","838879062.715929","358727049.605924","280476974.998847","234372724.533504","-176478261.583526","-150172760.720263","840286915.80155","1056043502.65037","2294376188.51043","1974173516.17602","",
"New Caledonia","NCL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-40626090","103041210","59055445.6614434","116048161.873983","27480195.7306092","-6738759.00139891","749088411.734889","417453934.436208","1746369905.06476","1182295527.61516","1439085573.36548","1758141868.63992","2682824680.90753","2166812151.02825","1757035866.71921","1203895440.08717","809821138.3806","486410130","342821270","723480360","571728130","793713550","696307350","687249680","725756860","",
"Niger","NER","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2720000","-5299999.9","900000","1000000","6908881.39527995","22555805.050949","9889077.68217057","12850065.2378702","42657877.3093679","46788844.8047331","49119755.0071979","-6112652.71064773","28216139.9055706","1215012.50762237","1446367.68238848","-9382033.12946078","-12408104.9612365","6405210.68258061","2155460.26276331","-1564222.62618569","40809537.2283734","11240419.5040432","56390110.9051159","-34157055.6995133","4075974.17260204","2233804.50010765","8630591.38952389","18959363.8524857","-1764551.0105694","1605268.5320866","15767212.3689839","22587455.083808","7827441.93508379","18529138.97363","24411286.9008512","49753596.8290224","40310044.1411645","99073671.9321662","283076206.886465","633819197.134754","796636157.883319","1067186136.05028","841227436.917787","719338470.495153","822967023.299915","529476871.090611","301332480.592526","338710710.13916","466042272.996922","717147639.398696","360653574.571152","594829131.824508","965975261.178015","1025552444.43008","358083456.499382","",
"Nigeria","NGA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","205000000","286000000","305000000","373000000","257000000","470120000","339000000","440514242.45646","210933271.432604","309598869.22621","-738870004.370972","542327289.070406","430611256.454158","364434580.203909","189164784.859178","485581320.932238","193214907.534804","610552091.468468","378667097.69376","1884249738.78897","587882970.628472","712373362.471169","896641282.4724","1345368587.00053","1959219858.15602","335842164.964005","499276809.471006","469577019.807244","299566658.25891","1004915630.70931","1140167556.01589","1190618643.59161","1874070753.14013","2005353563.06397","1874060886.97608","4982533930.21737","4854353979.09082","6036021404.82068","8194071895.46246","8555990006.71681","6026253091.34715","8841062050.7726","7069908427.9365","5562857987.46966","4693828631.89583","3064168904.45333","3453258407.9848","2412974916.23263","775247400.003029","2305099811.70357","2385277665.91607","3313210000","-186792428.930928","1872520530.04694","1080310701.18297","",
"Nicaragua","NIC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","15000000","13300000","10000000","13199999.9","13800000","10900000","12900000","10000000","7000000","2800000","12533333.3","-30000","9966666.6","100000","7444444.4","-10000","60000","2410000","-90000","2799999.9","670000","42000000","15000000","38800000","46700000","88900000","120000000","203400000","218200000","337300000","266500000","150200000","203900000","201300000","250000000","241100000","286800000","381700000","627300000","433900000","489900000","936300000","775700000","965100000","1076800000","967000000","989100000","1035400000","837600000","503000000","746500000","1047200000","1287100000","1113900000","1352300000","",
"Netherlands","NLD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","632596684.625027","752897735.480259","754553458.333698","1118995448.40256","1103114453.63161","1232377357.41231","581098299.089074","605297449.113877","1082145422.59481","1715155179.12549","2278377890.29283","1799058373.12085","1227497017.75114","1357995933.68448","1716938277.23977","1504626364.02807","3129068297.9641","3029037166.55678","4781352995.57331","8559308808.21724","10675649732.6246","5623819474.59132","6186517513.00715","6380304064.21081","7126515355.23354","12206170578.6541","16604370594.2964","11033361089.8674","37618898706.316","41161898489.8175","63109732334.5287","51998915897.6427","25485041348.3329","20456442247.9522","139920688181.89","209888825342.073","375506013118.292","733826501994.516","195530109750.281","203201497699.408","55216217341.4169","356497878982.879","261353750744.147","324371071610.922","144140814142.929","376007766143.543","277348123316.99","201143110342.962","-285034722651.706","-127784845859.2","-220886475395.815","-115702946625.041","15457596582.8886","-343402798888.19","-17058018836.8683","",
"Norway","NOR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","64000000","94000000","121000000","209000000","346000000","219677309.752939","371391272.280849","768296209.74682","489814167.580236","401356278.159852","59815997.6520173","668006461.004453","450026119.56608","332396807.781831","-177399975.797689","-424225256.616571","1018718111.85879","190047506.051317","280910586.824811","1510287425.14685","1001987071.60056","-353675743.891887","-668114802.999061","991524094.747358","2736393919.77787","2392766980.23558","3827495491.09076","4514609379.62998","5645870320.85841","5822113545.61373","8332062185.99552","3190216069.0008","3011752930.34114","4179380423.17369","4918494986.32395","10058759829.6279","11877923790.1756","24806091102.6882","20578219685.1148","8635762892.0964","21634265662.593","10296323075.6965","27897968327.9334","-1368607170.8397","3242240088.15462","7274086872.47209","-18668572814.4236","5900604723.78859","-5664319361.82195","16329824317.6769","-3281320956.65563","18355008694.1956","14278134699.4272","13785279525.4261","12044176872.556","",
"Nepal","NPL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","30000","-10000","250000","","-40000","0","410000","300000","300000","-230000","-30000","-600000","950000","650000","1169999.9","1389999.9","680000","420000","5940000","2220000","","","","","19160171.0939681","23056467.765552","12024659.8985728","4351068.68212705","-484826.712274881","20850000","-5952541.12704631","14778085.6065136","-417346.383904295","2451784.70709983","-6647983.90370767","5741706.05320872","995123.930669508","38271269.9748301","87741711.6305985","94022157.1167851","91954196.0964528","74179632.6147952","30402676.784735","51895699.9282915","105996375.590658","196265098.563574","68261793.9439986","185563265.634425","126626337.460302","196326024.034829","66059660.947571","74821496.0370769","56900207.0648416","",
"Nauru","NRU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7710629.36574571","2189006.37794522","-3331098.73501151","6730015.57445208","-9015925.94529901","1446294.792565","-5846143.13884661","",
"New Zealand","NZL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","146000000","110000000","126690000","207650000","251610000","138169999.9","277639999.9","154319999.9","273740000","350540000","334086570.3043","176961979.1983","274648997.0809","243190336.5246","116213810.7359","225366591.3797","389408099.6885","237229723.35","155922431.8658","433573543.0434","1684763150","1691366070","1088200070","2211822690","2616630700","2849961940","3918617040","1917456790","1825772780","941464110","-1507812033.25805","259321576.796311","2848556986.63851","-3363941288.043","2319819298.4287","1906665963.75812","2912645686.56863","4335506075.93739","2591966537.02926","-52385533.2387358","286306902.9756","1378410924.39878","3846884018.51781","-69519935.4200306","3251563602.30939","-73372796.4211776","2008111275.18133","2390035935.47736","2456550920.15587","3074896211.81769","4800458072.43249","5304581495.29245","9806744153.22001","4394895399.00271","1759833655.17085","",
"OECD members","OED","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","9171306506.287","10961571598.6694","12143308303.6345","15898839720.6225","22496025637.272","17430030565.9495","15985177411.6398","20836168023.4514","26119152647.0541","34903283435.8255","48603270158.0853","49510863367.2182","41798064084.1114","38760062787.5336","43930168237.1412","34353219474.4177","70192075505.4652","122905411705.667","141483703803.968","177127953244.213","209701168530.822","142699142365.952","141641290821.607","162461252344.188","188401070500.55","262353017313.212","287134100073.475","357734693875.254","620424452331.082","996612053733.332","1313690083062.64","697060105762.209","591095842926.409","521091953136.542","715814882229.551","1187228413226.38","1611415399264.28","2332783583277.29","1633727127220.87","864966295690.466","954595742218.975","1377553188853.49","1077507555239.02","1158791618890.84","994189882370.633","1713167226998.23","1888824335314.9","1344589335079.89","229929077588.834","1024483562775.53","470723209995.282","1301251173308.08","1027746391712.69","219751650144.015","734536114286.491","",
